18 digit Property ID,ARC Program: ID,ARC Program: Program ID,Billing Code (AccPac),Operations Region,Property Name (formula),SEO Cost,Program Official Start,UA Code,View ID,Current Property Owner,Units
a078000000VDH6YAAX,a2i80000003TcvQ,PGM-61971,1777,Southwest,The Sterling,600,12/28/2017,UA-107271747-8,186763807,"Pathfinder Partners, LLC",107
a078000000Wtx8MAAR,a2i800000053SHe,PGM-81163,1963,Southeast,Crosswynde Condominiums,0,10/1/2018,UA-75412811-4,186835980,ESG Kullen,453
a078000000Wtx8RAAR,a2i800000053SIV,PGM-81216,1951,Central,Highpoint at Cypresswood,0,10/15/2018,UA-50039503-14,184132028,Blackstone Group,336
a078000000VEouGAAT,a2i80000003Uxm6,PGM-76864,1891,Southwest,Uptown Square,0,7/23/2018,UA-27766263-4,178655242,HiCap Management LLC,122
a078000000D8NKxAAN,a2i80000003U9n9,PGM-69263,825,Southwest,Albuquerque Uptown Village,0,7/1/2017,UA-27766263-1,175028542,Barings Real Estate Advisers,198
a072E00000XZxVsQAL,a2i2E000004vIsV,PGM-89445,2103,Southwest,Ely at the Curve (West),0,3/25/2019,UA-28080357-21,190549387,The Calida Group,302
a078000000QG4omAAD,a2i2E000004vIuH,PGM-89555,2105,Southern California,The Current,0,4/5/2019,UA-73090215-1,188433746,"Studio Management Services, Inc.",223
a072E00000WuWIhQAN,a2i2E000004vItO,PGM-89500,2103,Southwest,Ely at the Curve (East),0,3/25/2019,UA-28080357-21,190549387,The Calida Group,302
a078000000VDPGfAAP,a2i80000003TdUk,PGM-62184,1781,Central,Winsted at White Rock,600,12/19/2017,UA-83547238-8,178534165,White Oak Partners,314
a078000000W86cLAAR,a2i80000003Uyte,PGM-77660,1894,Northern California,599 Castro,0,10/28/2018,UA-91327653-41,181619891,The Sobrato Organization,12
a078000000Wtt9DAAR,a2i800000053RFM,PGM-81003,1936,Southern California,Alexan CTR City,0,12/21/2018,UA-93239903-48,186824277,Trammell Crow Residential,220
a078000000VEvUuAAL,a2i80000003U6Pc,PGM-65469,1851,Southern California,Alexan Millenia,0,7/25/2018,UA-93239903-22,176327190,Trammell Crow Residential,309
a0780000003RyqQAAS,a2i80000003TnKo,PGM-64350,1784,Southwest,Broadstone Talavera,0,12/8/2017,UA-28667017-1,171854811,Blackstone Group,350
a078000000VENEoAAP,a2i80000003Tncg,PGM-64498,1802,Southern California,Lasselle Place,0,1/2/2018,UA-57270690-1,94614351,4G Ventures,304
a078000000WtrCVAAZ,a2i800000053Qau,PGM-80738,1918,Southwest,Morada West,0,9/21/2018,UA-107271747-15,182199619,TruAmerica,428
a078000000WtqZTAAZ,a2i800000053QXf,PGM-80685,1928,Southwest,Elysian at Flamingo,0,11/26/2018,UA-28080357-18,184314003,The Calida Group,360
a078000000SpVfCAAV,a2i80000003UB2F,PGM-70044,1887,Central,Broadstone on Fifth (5th),0,12/17/2018,UA-83547238-10,178513190,Alliance Residential Company,345
a078000000TxWzEAAV,a2i80000003UB7B,PGM-70340,1741,Mountain,Coventry Townhomes,0,3/27/2019,UA-119885607-14,191392763,Wright Development Group,55
a078000000VFpYRAA1,a2i80000003UAtd,PGM-69600,1829,Mountain,Ascent in Cottonwood,1200,4/3/2018,UA-85533256-22,172576345,Buchanan Street Partners,160
a078000000RyrflAAB,a2i80000003Uwer,PGM-76490,1885,Southwest,The Lofts at Westgate,0,6/12/2018,UA-107271747-5,167380011,YAM Properties,76
a078000000W7ggYAAR,a2i80000003UxTz,PGM-76652,1893,Mountain,Verona Park,0,7/30/2018,UA-34798102-17,180246757,"Pathfinder Partners, LLC",119
a078000000Rox1rAAB,a2i2E0000053fkh,PGM-85921,2042,Mountain,Broadstone Montane,0,1/17/2019,UA-34798102-16,178098620,Starlight Investments Ltd.,400
a078000000U1hvaAAB,a2i80000003UCGV,PGM-70694,1836,Mountain,City Garden Apartments,0,3/8/2018,UA-85533256-12,171182952,Lowe Property Group,61
a0780000003RyrZAAS,a2i80000003Uugn,PGM-76173,403,Southern California,Stone Canyon (California),0,5/11/2018,UA-36351582-1,188086309,St. Regis Properties,208
a078000000U1WrtAAF,a2i2E0000053XVC,PGM-83554,1998,Southwest,Park View,0,12/14/2018,UA-86860765-8,158779062,TruAmerica,196
a078000000U1WroAAF,a2i2E0000053XW3,PGM-83607,1997,Southwest,Highland Park,0,12/14/2018,UA-86860765-9,158753732,TruAmerica,276
a072E00000Wubh7QAB,a2i2E0000053fw3,PGM-85973,2048,Northern California,Alvista at the Bridge,0,2/21/2019,UA-91327653-51,191835145,"Phoenix Realty Group, LLC",544
a072E00000XZYqnQAH,a2i2E000004ui5T,PGM-87269,2076,Southwest,Cornerstone Ranch,0,4/1/2019,UA-107271747-25,192419096,Brookfield Asset Management Inc.,224
